"placename","othername","designator","location","remarks","infosource","RandID"
"Moffett Family Cemetery","   -","Cemetery","Near Timberville, Rockingham County, Virginia. From Harrisonburg take Route 42 north to Timberville.  Stay on Route 42 through Timberville & turn right onto Route 211 (New Market Road).  Proceed to Route 953 (Plains Mill Road) and take a left.  Go ap","   -","HRHS Cemeteries Database 2013","70348053082"
"Moffett?s Meetinghouse","   -","Church","Augusta County","Methodist Episcopal","HRHS Churches Database 2013","232508759565"
"Mole Hill","   -","Hill","Elevation 1895'. About 4 mi W of Harrisonburg.","   -","HRHS Archives # 86 Whitmer","298162313997"
"Mole Hill","   -","Hill","   -","   -","Other Sources","106273173310"
"Mole Hill Mtn.","   -","Mountain","East Ashby","P. 6","1885 Lakes Atlas Revised 2013","990816165428"
"Monger Cemetery","   -","Cemetery","Elkton area, Rockingham County, Virginia. Recorded directions in 1960s by the D.A.R.-Located on land owned by Russell Monger, about 1/2 mile north of Road 623 (Mt. Pleasant Road) east of Elkton and about one mile west of Mt. Pleasant Methodist Church","   -","HRHS Cemeteries Database 2013","694974599151"
"Monger Run","   -","Stream","Rises about 4.6 mi W of Elkton near 38 23 34N, 78 42 28W, flows E about 2.7 mi into South Fork Shenandoah River near 38 23 08N , 78 39 47W, about 2.5 mi WSW of Elkton.","   -","HRHS Archives # 86 Whitmer","352872986223"
"Mongold Cemetery","   -","Cemetery","Bergton Area, Rockingham County, Virginia. Located on Mongold Hollow Road (Route 666) and on the late Michael Fink farm and in 2002 farm is owned by Glenna (Fink) Ritchie Miller. Cemetery is on top of a hill at the back of Glenna's house.","   -","HRHS Cemeteries Database 2013","541408993286"
"Mongold Family Cemetery","   -","Cemetery","Bergton area, Rockingham County, Virginia. Located on Branch Mountain west of Bergton, Virginia.","   -","HRHS Cemeteries Database 2013","521993771943"
"Mongold Hollow","   -","Valley","Runs NNw to SSE. Extends about 3.7 mi, mouth of hollow opens onto Crab Run, near 38 47 55N, 78 57 42W. Hollow begins near 38 50 13N, 78 59 37W. Center about 3.7 mi NW of Bergton.","   -","HRHS Archives # 86 Whitmer","833841676268"
"Mongold Hollow Run","Sirks Run","Stream","   -","   -","HRHS Archives # 86 Whitmer","87959193472"
"Montevideo","Montivedo, Montevideo Post Office","Community","At intersection of SR 672 and 996. Abut 4.1 mi E of Cross Keys.","   -","HRHS Archives # 86 Whitmer","16403421824"
"Montevideo Mill","   -","Mill","Montevideo","   -","HRHS Mill Books","217547096578"
"Montevideo P O","   -","Post Office","Stonewall","P. 31","1885 Lakes Atlas Revised 2013","639869821710"
"Montevideo Post Office","Montevideo, Montivedo","Post Office","   -","   -","HRHS Archives # 86 Whitmer","811406236962"
"Montezuma","   -","Community","   -","   -","HRHS Archives # 86 Whitmer","653695455624"
"Montezuma Church of the Brethren","Refer to: Montezuma Church of the Brethren (Old)","Church","Montezuma.","Church of the Brethren","HRHS Churches Database 2013","541737424597"
"Montezuma Church of the Brethren (Old)","(See also, Montezuma Church of the Brethren)","Church","Montezuma (No longer exists)","Church of the Brethren","HRHS Churches Database 2013","473646554769"
"Montivedo","Montevideo, Montevideo Post Office","Community","   -","   -","HRHS Archives # 86 Whitmer","129904035163"
"Moore Cemetery","   -","Cemetery","Near Melrose, Rockingham County, Virginia. From Court Square in Harrisonburg, Virginia, take U.S. Route 11 (No. Valley Pike), go 7.5 miles and cemetery is on the left side of the road beside the Nelson Adams home (6393 No. Valley Pike).","   -","HRHS Cemeteries Database 2013","81430928144"
"Moore Family Cemetery","   -","Cemetery","North Rockingham County, Virginia. From Harrisonburg, take Route 11 (No. Valley Pike) several miles and just before the Mooreland home, turn right onto Route 796 (Moores Mill Road). Go about ? mile and just before you cross Smith Creek, cemetery is o","   -","HRHS Cemeteries Database 2013","45083159126"
"Moore Hollow","   -","Valley","Runs SE and opens onto Runion Creek. About 1 mi long. Center near 38 39 37N, 78 52 52W. About 1.4 mi N of Brocks Gap","   -","HRHS Archives # 86 Whitmer","658263541183"
"Morgan Knob","   -","Hill","Elevation about 3080'. Located near the NE end of Third Mountain. About 5.5 mi SSE of 10th Legion.","   -","HRHS Archives # 86 Whitmer","337185712"
"Morgan Run","   -","Stream","Rises about 5.3 mi SSE of 10th Legion, near 38 30 28N, 78 41 24W, flows NE about 2.6 mi into Cub Run in Page Co. near 38 31 24N, 78 39 27W, about 5.5 mi SE of 10th Legion.","   -","HRHS Archives # 86 Whitmer","336144818646"
"Morning View Church","   -","Church","About 2.3 mi N of Singers Glen on SR 776.","   -","HRHS Archives # 86 Whitmer","356859203383"
"Morning View Mennonite Church","   -","Church","Singers Glen, west of","Mennonite","HRHS Churches Database 2013","219467056902"
"Morris Cemetery (#)","   -","Cemetery","Grottoes area, Rockingham County, Virginia. Located on Route 340 (East Side Highway) to Route 659 (Port Republic Road) by Grace Memorial Church. (Most of people spoken to in 2009 did not remember graveyard at intersection.  However one elderly man di"," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","746497996976"
"Morris Cemetery AKA Lay Cemetery (#)","   -","Cemetery","North of Elkton, Rockingham County, Virginia. Located on Route 603 (Blose Road or Fleeburg Road). Present owner Robert J. Williams, former owner Joseph Morris."," # No longer exists, renamed, or moved.","HRHS Cemeteries Database 2013","2419067173"
"Mossy Creek","   -","Stream","Rises about 3.5 mi S of Stokesville in Augusta Co., near 38 18 13N, 79 07 53W, flows NE about 11 mi into North River near 38 23 23N, 79 00 42W, about 4.8 mi SE of Briery Branch community.","   -","HRHS Archives # 86 Whitmer","340560463422"
"Mossy Creek Presbyterian Church","   -","Church","Augusta County, South of Bridgewater","Presbyterian","HRHS Churches Database 2013","134281803456"
"Mount Bethel Church","   -","Church","At intersdection of SR 742 and 869. About 2.9 mi NNE of Ottobine.","   -","HRHS Archives # 86 Whitmer","968930671422"
"Mount Carmel Church","   -","Church","On SR 817. About 1.7 mi SW of Fulks Run.","   -","HRHS Archives # 86 Whitmer","152772397644"
"Mount Clinton","Mount Clinton Post Office, Mt. Clinton Station","Community","At intersection of SR 752 and 726. Bout 1.5 mi NNE of Hinton","   -","HRHS Archives # 86 Whitmer","787634885583"
"Mount Clinton Church","   -","Church","On SR 726. About 1.8 mi N of Hinton.","   -","HRHS Archives # 86 Whitmer","666686308636"
"Mount Clinton Pike","   -","Road","A road extending generally E-W. Begins at Eastern intersection of SR 763 and 765, about 3.2 mi NW of Mole Hill, ends at Eastern Intersection of SR 613 and 726. Is now portions of present day SR 765 and 726. Extends about 4.3 mi.","   -","HRHS Archives # 86 Whitmer","36835483314"
"Mount Clinton Post Office","Mount Clinton","Post Office","   -","   -","HRHS Archives # 86 Whitmer","498775009833"
"Mount Clinton School","   -","School","On SR 726. About 1.5 mi NNE of Hinton.","   -","HRHS Archives # 86 Whitmer","144851409888"
"Mount Clinton Station","Mount Clinton","Community","   -","   -","HRHS Archives # 86 Whitmer","586313928677"
"Mount Crawford","Mt. Pleasant, Mt. Stevens","Town","   -","   -","Other Sources","810773957609"
"Mount Crawford","   -","Town","On U.S. Rt 11","   -","HRHS Archives # 86 Whitmer","524141285454"
"Mount Crawford Mills","   -","Mill","On North River in Mount Crawford.","   -","HRHS Archives # 86 Whitmer","670086097827"
"Mount Crawford Station","Mt. Crawford, North River P.O., North River Sta.","Community","   -","   -","HRHS Archives # 86 Whitmer","827311457654"
"Mount Herman Church","Mount Hermon Camp Meeting Ground","Church","On SR 829, about 2.1 mi W of Elkton.","   -","HRHS Archives # 86 Whitmer","193558787609"
"Mount Hermon Camp Meeting Ground","Mount Herman Church","Church","   -","   -","HRHS Archives # 86 Whitmer","856595676296"
"Mount Horeb Church","Mt. Horeb United Brethren Church","Church","At intersection of SR 732 and 752. About .5 mi WSW of Hinton.","   -","HRHS Archives # 86 Whitmer","544187042814"
"Mount Horeb United Brethren Church","Mount Horeb Church","Church","   -","   -","HRHS Archives # 86 Whitmer","446477858780"
"Mount Moriah Colored Church","Fume Church","Church","   -","   -","HRHS Archives # 86 Whitmer","224849588545"
"Mount Olive Church","   -","Church","On SR 672. At Pineville - about 2.8 mi ESE of Cross Keys","   -","HRHS Archives # 86 Whitmer","940013515789"
"Mount Olive Church","   -","Church","On U.S. Rt.33. About 4.3 mi NNE of Ottobine.","   -","HRHS Archives # 86 Whitmer","302642056634"
"Mount Olivet Cemetery","   -","Church","About 3.8 mi NW of Timberville on SR 613.","   -","HRHS Archives # 86 Whitmer","282823973433"
"Mount Olivet Cemetery","   -","Church","At McGaheysville","   -","HRHS Archives # 86 Whitmer","543896635313"
"Mount Olivet Church","Mount Olivette Church, Dunkard Church","Church","About 3.6 mi NW of Timberville. At intersection of SR 613 and 881.","   -","HRHS Archives # 86 Whitmer","212217432191"
"Mount Olivet Church","   -","Church","At intersection of U.S. Rt.33 and SR 644. About 3.6 mi WSW of Elkton.","   -","HRHS Archives # 86 Whitmer","225374107823"
"Mount Olivette Church","Mount Olivet Church","Church","   -","   -","HRHS Archives # 86 Whitmer","158060549267"
"Mount Paran Church","   -","Church","On SR 891. About 1.7 mi SW of Fox Mountain","   -","HRHS Archives # 86 Whitmer","856493537499"
"Mount Pleasant Church","New Hope Church","Church","   -","   -","HRHS Archives # 86 Whitmer","575494154134"
"Mount Pleasant Church","Pleasnt View Church","Church","At intersection of SR 732 and 736. About 1.4 mi S of Mole Hill","   -","HRHS Archives # 86 Whitmer","287104630795"
"Mount Pleasant Church","   -","Church","On SR 704. About 1 mi W of Massanetta Springs","   -","HRHS Archives # 86 Whitmer","645681871443"
"Mount Pleasant Church","   -","Church","At intersection of SR 622 and 623. About .9 mi S of Huckleberry Mountain","   -","HRHS Archives # 86 Whitmer","409055426161"
"Mount Pleasant School","   -","School","On SR 623. About .8 mi S of Huckleberry Mountain","   -","HRHS Archives # 86 Whitmer","393143600053"
"Mount Pleasant School","   -","School","On SR 259. About 1 mi SE of Fulks Run.","   -","HRHS Archives # 86 Whitmer","940955689967"
"Mount Rock Mills","   -","Business","At intersection of SR 613 and 771. About 2.9 mi SW of Singers Glen.","   -","HRHS Archives # 86 Whitmer","684835993128"
"Mount Rock Mills","   -","Business","East Central","P. 12","1885 Lakes Atlas Revised 2013","637995727111"
"Mount Salem Church","Salem Church","Church","   -","   -","HRHS Archives # 86 Whitmer","561065044704"
"Mount Sinai Church","Christian Ch","Church","On SR 637. About 2.6 mi ESE of Lairds Knob.","   -","HRHS Archives # 86 Whitmer","416535133792"
"Mount Sinai Church","Mount Sinia Church, Mount Sinari U.B. Ch","Church","On SR 659, Port Republic Road. About 2.8 mi S of the courthouse in Harrisonburg.","   -","HRHS Archives # 86 Whitmer","636755355636"
"Mount Sinai United Brethren Church","Mount Sinai Church","Church","   -","   -","HRHS Archives # 86 Whitmer","10021037044"
"Mount Sinia Church","Mount Sinai Church","Church","   -","   -","HRHS Archives # 86 Whitmer","221531670794"
"Mount Tabor","   -","Community","On U.S. Rt.11. About 1.1 mi SW of Lacey Spring community.","   -","HRHS Archives # 86 Whitmer","658515871898"
"Mount Tabor Church","   -","Church","On U.S. Rt.11. About .4 mi SW of Lacey Spring community.","   -","HRHS Archives # 86 Whitmer","741983777291"
"Mount Tom School","   -","School","On SR 620. About 3.2 mi N of Lairds Knob.","   -","HRHS Archives # 86 Whitmer","373014064470"
"Mount Vernon Church","   -","Church","On SR 659. About 2.5 mi SE of Port Republic.","   -","HRHS Archives # 86 Whitmer","318037754485"
"Mount Vernon Church","   -","Church","Near boundry of Shenandoah Natl Park, about 3.2 mi SE of Port Republic","   -","HRHS Archives # 86 Whitmer","326157816963"
"Mount Vernon Forge","   -","Business","On South River. Near SR 256. At Grottoes","   -","HRHS Archives # 86 Whitmer","504922685833"
"Mount Vernon Furnace","Sarah Jane Furnace","Business","   -","   -","HRHS Archives # 86 Whitmer","812868109319"
"Mount Vernon School","   -","School","Probably on SR 695. About 1.5 mi S of Port Republic.","   -","HRHS Archives # 86 Whitmer","674679912443"
"Mount Vernon School","   -","School","On SR 659. About 2.5 mi SE of Port Republic.","   -","HRHS Archives # 86 Whitmer","997430414080"
"Mount Vernon School","   -","School","On SR 720. About 2 mi NW of Keezletown.","   -","HRHS Archives # 86 Whitmer","930401384498"
"Mount Zion Church","Colored Church","Church","On SR 602 about 3 mi NNW of Elkton.","   -","HRHS Archives # 86 Whitmer","364637195989"
"Mount Zion Church","   -","Church","About 1.9 mi NE of Singers Glen on SR 752.","   -","HRHS Archives # 86 Whitmer","438338067868"
"Mount Zion Church","   -","Church","On SR 646. About 3.1 mi SE of Lairds Knob.","   -","HRHS Archives # 86 Whitmer","468101596616"
"Mount Zion School","   -","School","On SR 646. About 3.2 mi SE of Lairds Knob","   -","HRHS Archives # 86 Whitmer","90248389182"
"Mountain","   -","Mountain","West Ashby","P. 8","1885 Lakes Atlas Revised 2013","902962806883"
"Mountain","   -","Mountain","West Ashby","P. 8","1885 Lakes Atlas Revised 2013","192460885936"
"Mountain","   -","Mountain","West Ashby","P. 8","1885 Lakes Atlas Revised 2013","666717021481"
"Mountain","   -","Mountain","West Ashby","P. 8","1885 Lakes Atlas Revised 2013","484523765991"
"Mountain","   -","Mountain","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","973845249634"
"Mountain","   -","Mountain","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","561167197906"
"Mountain","   -","Mountain","West Ashby","P. 9","1885 Lakes Atlas Revised 2013","596778110798"
"Mountain Dale School Numbr 26","   -","School","On SR 613 about 1.2 mi ENE of Brocks Gap.","   -","HRHS Archives # 86 Whitmer","563611247299"
"Mountain Grove","   -","Community","At intersection of SR 815 & 817. About 1.8 mi SW of Fulks Run","   -","HRHS Archives # 86 Whitmer","204984093841"
"Mountain Grove Church","   -","Church","On SR 815. About 1.8 mi SW of Fulks Run","   -","HRHS Archives # 86 Whitmer","723407190209"
"Mountain Grove Church","   -","Church","On SR 842. About 3.4 mi ENE of Cross Keys","   -","HRHS Archives # 86 Whitmer","9240323710"
"Mountain Grove Church",,"Church","East Central","P. 13","1885 Lakes Atlas Revised 2013","528334022904"
"Mountain Grove Church","   -","Church","Penn Laird, south","Undetermined","HRHS Churches Database 2013","613281894608"
"Mountain Grove Church of the Brethren","Refer to: Mountain Grove Dunker Church","Church","Fulk's Run, west of (Genoa)","Church of the Brethren","HRHS Churches Database 2013","578967692695"
"Mountain Grove Dunker Church","(See also, Mountain Grove Church of the Brethren)","Church","Fulk's Run, west of (Genoa)","Dunkard","HRHS Churches Database 2013","358920763908"
"Mountain Run","   -","Stream","Rises about .5 mi W of Morgan Knob, which is in Page Cunty, near 38 30 16N, 78 41 35W, flows 3.8 mi WNW into Smith Creek near 38 3017N, 78 45 04W, about 2.7 mi S of Lacey Spring","   -","HRHS Archives # 86 Whitmer","763344803255"
"Mountain Top School","   -","School","On SR 823. About 3.9 mi NNW of Criders","   -","HRHS Archives # 86 Whitmer","624477643089"
"Mountain Valley","Singers Glen","Community","   -","   -","Other Sources","809162571374"
"Mountain Valley","   -","Community","Shown as region between Athlone and Oakwood, bounded by Massanutten Mountain on East and perhaps SR 807 on West. Center then near Mountain Valley Church, about 3.8 mi SSE of Tenth Legion","   -","HRHS Archives # 86 Whitmer","430378258045"
"Mountain Valley Church","Arkton Church","Church","On SR 620. About E of 10th Legion.","Show G 'Arkton Church'","HRHS Archives # 86 Whitmer","575069346746"
"Mountain Valley Church","   -","Church","About 3.8 mi SSE of 10th Legion on SR 620","   -","HRHS Archives # 86 Whitmer","830665111048"
"Mountain Valley Church Cemetery","   -","Cemetery","Mountain Valley area, Rockingham County, Virginia.  From Courthouse in Harrisonburg, Virginia, take Route 11 North.  Go 11.2 miles and turn right onto Route 608 (Mauzy Athlone Road).  Go 3.1 miles and take a right onto Route 620 (Mountain Valley Road","   -","HRHS Cemeteries Database 2013","291254827896"
